,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
11559,101248003,Miniaturized hyperspectral imaging sensors to empower climate-smart agriculture practices,Digital Health / Bioinformatics,AALTO KORKEAKOULUSAATIO SR,Finland,HES,SIGNED,0.0,2026,2028,Small
11560,101231672,Systematic Investigation of Anti-Defense Function and Regulation in Bacterial Conjugation,Genomics / Molecular Biology,TEL AVIV UNIVERSITY,Israel,HES,SIGNED,2275000.0,2026,2031,High
11561,101267309,Targeting GAB1: a novel therapeutic strategy for the treatment of leukemias,Oncology,Masarykova univerzita,Czechia,HES,SIGNED,0.0,2026,2028,Small
11562,101264238,Smart Micronozzles for Next-Generation Supercritical Fluid-Based Microthrusters,MedTech / Medical Device,UNIVERSITAT POLITECNICA DE CATALUNYA,Spain,HES,SIGNED,0.0,2026,2027,High
11563,101271326,Universal Multireference Diagnostics for High-Throughput Screening of Large Molecules and Solids,Diagnostics / Biomarkers,FUNDACION DONOSTIA INTERNATIONAL PHYSICS CENTER,Spain,REC,SIGNED,0.0,2026,2028,High
11564,101274369,Dual-targeted KetoFAPI Conjugates for Tumor-Selective Bimodal Therapy in Triple-Negative Breast Cancer,Oncology,UNIVERSITEIT ANTWERPEN,Belgium,HES,SIGNED,0.0,2026,2028,Small
11565,101275548,Organelle-to-Organelle Crosstalk in Mast Cells: How does Endoplasmic Reticulum Secretory Granule Interaction impact the MC's Immune Responses?,Oncology,FREIE UNIVERSITAET BERLIN,Germany,HES,SIGNED,0.0,2026,2028,Small
11566,101280990,Conserved and novel functions of conventional dendritic cells: an evolutionary approach,Genomics / Molecular Biology,FUNDACAO D. ANNA DE SOMMER CHAMPALIMAUD E DR. CARLOS MONTEZ CHAMPALIMAUD,Portugal,REC,SIGNED,0.0,2026,2028,High
11567,101281039,Interrogating interneuron migratory streams in development and neuropathogenesis,Cell / Advanced Therapies,INSTITUT FUER MOLEKULARE BIOTECHNOLOGIE GMBH,Austria,PRC,SIGNED,0.0,2026,2028,Small
11568,101286545,"Portable, Early Warning for Cyanobacterial Blooms",Diagnostics / Biomarkers,UNIVERSITEIT VAN AMSTERDAM,Netherlands,HES,SIGNED,0.0,2026,2027,High
11569,101281416,DuoLipo-TNP: Dual-Responsive Liposome Platform for Selective Delivery of Triphosphate Nucleotide Prodrugs in Triple-Negative Breast Cancer,Oncology,CARDIFF UNIVERSITY,United Kingdom,HES,SIGNED,0.0,2027,2029,Small
11570,101292396,Gold Radiosensitizers for Advanced Proton therapy,Oncology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,SIGNED,0.0,2026,2027,Small
11571,101292609,Translating TCR–Antigen Pairing to Clinical Relevance: A Platform for Cancer and Autoimmune Applications,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI PADOVA,Italy,HES,SIGNED,0.0,2026,2027,High
11572,101292808,A Device for Phage Capture and Release,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,SIGNED,0.0,2026,2027,High
11573,101261774,"Diversity, Emergence and Ecosystems, Synthetic Biology of Microbes",Pharma / Biotech,UNIVERSITE D'AIX MARSEILLE,France,HES,SIGNED,0.0,2026,2031,Small
11574,101190614,DIGITAL DASHBOARDS IN DIAGNOSTIC INNOVATIONS,Diagnostics / Biomarkers,UNIVERSITY OF GLASGOW,United Kingdom,HES,SIGNED,4995384.38,2026,2030,High
11575,101271124,Dynamic Droplet Size Control in Unmanned Aerial Spraying Systems for Balancing Drift Risk and Spray Quality,Digital Health / Bioinformatics,UNIVERSITAT POLITECNICA DE CATALUNYA,Spain,HES,SIGNED,0.0,2026,2028,Small
11576,101271517,Advancing Bone Tissue Engineering: Biologically Active Bioinks for On-Demand Microvascularized Bone Biofabrication,Cell / Advanced Therapies,THE UNIVERSITY OF SHEFFIELD,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11577,101270384,Smart Magneto-Adaptive Resilient Technology for nonlinear vibration control of complex structures under Multi-hazard conditions,Digital Health / Bioinformatics,UNIVERSITA POLITECNICA DELLE MARCHE,Italy,HES,SIGNED,0.0,2026,2028,Small
11578,101272221,Understanding evolutionary dynamics of chromosomal inversions in adaption: the interplay of gene flux and selection,Genomics / Molecular Biology,UNIVERSITAET BERN,Switzerland,HES,SIGNED,0.0,2027,2028,High
11579,101273531,Chasing immunomodulatory peptides from underexplored plants and fungi,Genomics / Molecular Biology,MEDIZINISCHE UNIVERSITAET WIEN,Austria,HES,SIGNED,0.0,2026,2028,High
11580,101272730,"Deciphering Tolerogenic, Tumor-induced Epigenetic imprints in myeloid precursors",Genomics / Molecular Biology,VIB VZW,Belgium,REC,SIGNED,0.0,2026,2028,High
11581,101272984,Targeting Hypoxic Deep-Seated Tumours with Ru(II)-Rhodamine Complexes via Sonodynamic Therapy,Oncology,RUHR-UNIVERSITAET BOCHUM,Germany,HES,SIGNED,0.0,2026,2028,Small
11582,101274064,Stable Iron Nitride-Molybdenum Nitride/HZSM-5 Hybrid Catalysts for Direct CO2-to-Aromatics Conversion via Synergistic CO2-FTS Route,Diagnostics / Biomarkers,UNIVERSITY COLLEGE LONDON,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11583,101274572,Defining the macromolecular structure of human telomeres,Genomics / Molecular Biology,Masarykova univerzita,Czechia,HES,SIGNED,0.0,2026,2028,High
11584,101274729,Gut microbiome interactions with genetic risk and immuno-metabolic pathways in depression,Diagnostics / Biomarkers,TARTU ULIKOOL,Estonia,HES,SIGNED,0.0,2026,2028,High
11585,101276077,Genomic characterization of co-evolutionary dynamics along elevation gradients,Genomics / Molecular Biology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,SIGNED,0.0,2026,2028,High
11586,101275679,Modelling and modulating diabetes-associated splicing dysregulation using human stem cell-derived islets,Genomics / Molecular Biology,HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH,Germany,REC,SIGNED,0.0,2026,2028,High
11587,101276197,Site-Directed Covalent DNA-Encoded Library Selection for Targeted Protein Degradation,Genomics / Molecular Biology,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11588,101276407,Physics-Informed Modular Digital Twin for Real-Time Prediction in Mechanized Tunnelling,Digital Health / Bioinformatics,UNIVERSITY OF DURHAM,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11589,101277500,"Planktonic larvae in Arctic seas: diversity, connectivity and conservation",Genomics / Molecular Biology,UNIVERSITAT DE BARCELONA,Spain,HES,SIGNED,0.0,2026,2030,High
11590,101277222,Gut Commensals as Next-Generation Chassis for Natural Product Therapeutics,Genomics / Molecular Biology,VIB VZW,Belgium,REC,SIGNED,0.0,2027,2029,High
11591,101277643,RANGE – Recombination And geNomic architecture in Genomic Erosion,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2027,2029,High
11592,101277680,An integrative multi-omics based approach to determining the rate-limiting factors of the production of anti-insect sesquiterpenes in Solanum habrochaites,Genomics / Molecular Biology,UNIVERSITEIT VAN AMSTERDAM,Netherlands,HES,SIGNED,0.0,2026,2028,High
11593,101278020,Decision-Driven Phase Transitions in Biological Collectives via Interpretable Multi-Agent IRL with Closed-Loop VR and Robotic Platform Validation,Diagnostics / Biomarkers,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Germany,REC,SIGNED,0.0,2026,2028,High
11594,101278886,Decoding the laws of human primordial germ cell-like cell development.,Genomics / Molecular Biology,KAROLINSKA INSTITUTET,Sweden,HES,SIGNED,0.0,2026,2028,High
11595,101279028,From Mother to Infant: Unveiling the Metabolic Transfer of Plant Bioactives During Pregnancy and Lactation,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI PARMA,Italy,HES,SIGNED,0.0,2026,2028,High
11596,101279415,Wearable Hybrid Interfaces of Smart Printable Engineered Responsive nanomaterials enabling real-time cfDNA sensing for early diagnosis,Genomics / Molecular Biology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2026,2028,High
11597,101279286,Partial differntiAl equatioN founDation models and their Application to mobile networks,Digital Health / Bioinformatics,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,SIGNED,0.0,2026,2028,Small
11598,101279346,Non-Hemolytic Biomolecular Nanoarchitectures for Targeting Circulating Tumor Cells to Arrest Metastasis,Oncology,UNIVERSITY COLLEGE LONDON,United Kingdom,HES,SIGNED,0.0,2027,2029,Small
11599,101279402,SONATA: Brain-Aligned Neural Architectures for Real-Time Sound Recognition,Digital Health / Bioinformatics,UNIVERSITE D'AIX MARSEILLE,France,HES,SIGNED,0.0,2026,2028,Small
11600,101279674,Tunable Radiolabelled Agents based on Molecular Cages for Theranostics,Diagnostics / Biomarkers,UNIVERSITAT ZURICH,Switzerland,HES,SIGNED,0.0,2026,2028,High
11601,101280888,Autonomous optimisation of general conditions for novel reaction,Digital Health / Bioinformatics,THE UNIVERSITY OF LIVERPOOL,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11602,101281410,Harnessing comparative genomics for trait specific synthetic plant symbionts - SYNBIONT,Genomics / Molecular Biology,UNIVERSIDAD DE MALAGA,Spain,HES,SIGNED,0.0,2027,2029,High
11603,101282902,Propagation algorithms for simulating quantum systems,Pharma / Biotech,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,0.0,2027,2028,Small
11604,101281134,TOR-mediated translational control of cytokinin homeostasis in shoot apical meriSTEM,Cell / Advanced Therapies,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,Germany,HES,SIGNED,0.0,2026,2028,Small
11605,101283139,Establishing an atlas of LAD morphologies and its relationship with cellular function,Genomics / Molecular Biology,UNIVERSITAT BASEL,Switzerland,HES,SIGNED,0.0,2026,2028,High
11606,101283386,Towards predictive computational platform for drug solubilization in the gastrointestinal tract,Pharma / Biotech,UNIVERSIDADE NOVA DE LISBOA,Portugal,HES,SIGNED,0.0,2026,2029,Small
11607,101283567,"Exploiting intra-species diversity to identify genomic properties that affect the cell biology, proliferation and pathogenicity of Klebsiella pneumoniae",Genomics / Molecular Biology,KATHOLIEKE UNIVERSITEIT LEUVEN,Belgium,HES,SIGNED,0.0,2026,2028,High
11608,101283648,SUSTainable mArine cryogenIc contaiNment for Liquid Hydrogen: a data-driven framework for real-time boil-off rate prediction and boil-off gas management,Digital Health / Bioinformatics,UNIVERSITY OF STRATHCLYDE,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11609,101285911,Studying the potential of mutations induced by microbial genotoxins to induce colorectal cancer,Genomics / Molecular Biology,KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW,Netherlands,REC,SIGNED,0.0,2026,2028,High
11610,101285884,Machine learning guided discovery of potassium-selective porous silicates,Digital Health / Bioinformatics,UNIVERSIDADE DE AVEIRO,Portugal,HES,SIGNED,0.0,2026,2028,Small
11611,101290530,Broadband Infrared Emitters for Generalized High-Tech IR Sensing,Diagnostics / Biomarkers,4K-MEMS SA,Switzerland,PRC,SIGNED,0.0,2026,2028,High
11612,101287957,Seizure Cluster Relief through Smart Therapeutic Management,MedTech / Medical Device,CONSORZIO INTERUNIVERSITARIO NAZIONALE PER LA SCIENZA E TECNOLOGIA DEI MATERIALI,Italy,REC,SIGNED,0.0,2026,2029,High
11613,101291635,Innovative macrophage therapies to transform treatment paradigm of solid tumors,Oncology,TECHNISCHE UNIVERSITAET DRESDEN,Germany,HES,SIGNED,0.0,2026,2028,Small
11614,101284054,MANTIS - A unified framework for Multi-contrast ANalysis of TIssue microStructure,Diagnostics / Biomarkers,UNIVERSITE D'AIX MARSEILLE,France,HES,SIGNED,0.0,2026,2028,High
11615,101279528,Cave sedimentary ancient DNA preservation – towards tailored extraction protocols,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2026,2028,High
11616,101278303,Enzyme-integrated high-throughput Multicomponent synthesis for Echo-enabled Rapid molecule generation and Assay in Lead Discovery,Oncology,UNIVERZITA PALACKEHO V OLOMOUCI,Czechia,HES,SIGNED,0.0,2026,2028,Small
11617,101276639,RegulatoryTEmbryo: Dissecting the role of regulatory transposable elements in shaping embryonic gene networks,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,0.0,2026,2028,High
11618,101229766,reimagining the diagnosis and monitoring of Lung diseases through the unveiling of Ultrasound Mechanisms of Interaction with pulmonary tissue LUMI,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI TRENTO,Italy,HES,SIGNED,1999952.5,2026,2031,High
11619,101264457,Complex sperm collective motion under physiologically relevant conditions,Diagnostics / Biomarkers,UNIVERSITY OF WARWICK,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11620,101265894,One Device-Dual Function: InAs Quantum Dots-Based Integrated SWIR Emission and Detection for Next-Generation Wearable Devices,Diagnostics / Biomarkers,TECHNISCHE UNIVERSITEIT DELFT,Netherlands,HES,SIGNED,0.0,2027,2029,High
11621,101273607,Deciphering Molecular Mechanisms Underlying Outer Membrane Biogenesis of Human Gut Microbiome Species,Genomics / Molecular Biology,EUROPEAN MOLECULAR BIOLOGY LABORATORY,Germany,REC,SIGNED,0.0,2026,2028,High
11622,101275130,Genome Mining-Based Discovery and Engineering of Trojan Horse Peptide Antibiotics Against Gram-Negative Pathogens,Digital Health / Bioinformatics,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,SIGNED,0.0,2027,2028,Small
11623,101273405,Evolution of dosage compensation at transcriptional and post-transcriptional levels in plants,Genomics / Molecular Biology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2027,2028,High
11624,101275365,Functional Characterization of Redox Switches in Mitochondrial Metabolism,Proteomics / Multi-omics,KAROLINSKA INSTITUTET,Sweden,HES,SIGNED,0.0,2027,2028,High
11625,101231661,Engineering Bone Marrow Bioreactors for the Infinite Production of Blood Products,Cell / Advanced Therapies,TECHNISCHE UNIVERSITEIT EINDHOVEN,Netherlands,HES,SIGNED,1999096.0,2026,2031,Small
11626,101224668,"CenAGE, a 'Centromeric' view on AGEing: unveiling centromere instability in ageing",Genomics / Molecular Biology,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,France,REC,SIGNED,9968201.0,2026,2032,High
11627,101262993,Cytoskeletal regulation during mitosis in the Retinal Pigment Epithelium,Cell / Advanced Therapies,STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,Netherlands,HES,SIGNED,0.0,2026,2028,Small
11628,101270158,SynChro: Programmable synthetic cell networks for temporal control of gene expression,Pharma / Biotech,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11629,101271389,Unlocking Latent Totipotency for Regeneration Advancement in Plants,Genomics / Molecular Biology,VIB VZW,Belgium,REC,SIGNED,0.0,2027,2029,High
11630,101224965,LUMES LUng cancer Metastasis Evolutionary Studies,Oncology,KUNGLIGA TEKNISKA HOEGSKOLAN,Sweden,HES,SIGNED,11542341.0,2026,2032,Small
11631,101230590,Protein Rigid Organization for Powered Engineered Locomotion,Genomics / Molecular Biology,KEMIJSKI INSTITUT,Slovenia,REC,SIGNED,1999605.0,2026,2031,High
11632,101225056,"Spatially patterned organoids: regionalization, cell fate and lamination in cortical development and neuronal migration disorders",Cell / Advanced Therapies,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,SIGNED,9202804.0,2026,2031,Small
11633,101229139,Systems Analysis of The Physiological Determinants of Phage Infection Dynamics,Digital Health / Bioinformatics,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,SIGNED,2374178.0,2026,2031,Small
11634,101231393,"Beyond Maximum Entropy: A new paradigm for Modeling, Inference, and Learning Efficiency",Digital Health / Bioinformatics,UNIVERSIDAD COMPLUTENSE DE MADRID,Spain,HES,SIGNED,1999741.0,2026,2031,Small
11635,101232334,Controlling Reactive Intermediates in Biocatalysis through Computational Design Tools,Pharma / Biotech,UNIVERSITAT DE GIRONA,Spain,HES,SIGNED,1999562.0,2026,2031,Small
11636,101231325,Uncovering a revolutionary way of transforming farming systems with forgotten foods,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,SIGNED,1998600.0,2026,2031,High
11637,101233365,Cancer immunosurveillance-stimulatory effects of ACBP/DBI neutralization,Oncology,UNIVERSITE PARIS CITE,France,HES,SIGNED,0.0,2026,2027,Small
11638,101266067,AUdio models for RespiratOry and cardiac diagnostics and clinical tRAining,Diagnostics / Biomarkers,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,SIGNED,0.0,2026,2027,High
11639,101266022,Respiratory Epithelial Memory: Uncovering the role of trained immunity in the respiratory epithelium,Proteomics / Multi-omics,UNIVERSITE LYON 1 CLAUDE BERNARD,France,HES,SIGNED,0.0,2027,2029,High
11640,101266645,Deciphering the impact of age on root stem cell homeostasis and regeneration,Genomics / Molecular Biology,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,Germany,HES,SIGNED,0.0,2026,2028,High
11641,101268479,PeRsistent Infection of Shigella in Macrophages (PRISM): Shedding light on the intra-phagocytic lifestyle of Shigella sonnei using human induced pluripotent stem cell-derived macrophages,Diagnostics / Biomarkers,KING'S COLLEGE LONDON,United Kingdom,HES,SIGNED,0.0,2026,2028,High
11642,101232189,Deciphering and Targeting the Synapses between Cancer Cells and Neurons in Pancreatic Cancer,Oncology,KLINIKUM DER TECHNISCHEN UNIVERSITÄT MÜNCHEN (TUM KLINIKUM),Germany,HES,SIGNED,1980397.5,2026,2031,Small
11643,101225153,Tracing and harnessing the ancestry of RNA-guided nucleases,Diagnostics / Biomarkers,FOUNDATION IMMUNE ENGINEERING FOR GLOBAL CHILD AND ADOLESCENT HEALTH,Switzerland,REC,SIGNED,10717446.0,2026,2032,High
11644,101231989,Machine-Learning Frameworks for Metal-Ligand Modelling: Applications in Catalysis and Drug Design,Pharma / Biotech,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,1994343.0,2026,2031,Small
11645,101272359,Light-controlled microenvironment for Advanced organoids with Neural tube and somite Tissues Engineered with Responsive Nanoparticles,Genomics / Molecular Biology,UNIVERSITA DEGLI STUDI DI PADOVA,Italy,HES,SIGNED,0.0,2026,2028,High
11646,101272821,Deciphering cellular signalling underlying kidney fibrosis using renal organoids,Genomics / Molecular Biology,UNIVERSITAT ZURICH,Switzerland,HES,SIGNED,0.0,2026,2028,High
11647,101272207,Microscale Dynamics and Non-Maxwellian Equilibria: Decoding Collisionless Processes in the Space Plasmas,Digital Health / Bioinformatics,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2026,2028,Small
11648,101282406,Advancing Early Alzheimer’s Disease Detection Through Pan-Phosphorylation Binders and Single-Molecule Nanopore Technology,Genomics / Molecular Biology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,SIGNED,0.0,2026,2028,High
